Geneset.Type	Geneset.ID	N.Geneset.Genes
Gene Ontology Biological Process	GO:0006301	54
Gene Ontology Biological Process	GO:0006302	209
Gene Ontology Biological Process	GO:0006303	71
Gene Ontology Biological Process	GO:0006304	98
Gene Ontology Biological Process	GO:0006305	61
Gene Ontology Biological Process	GO:0006306	61
Gene Ontology Biological Process	GO:0006307	10
Gene Ontology Biological Process	GO:0006308	31
Gene Ontology Biological Process	GO:0006309	19
Gene Ontology Biological Process	GO:0006310	267
Gene Ontology Biological Process	GO:0006312	49
Gene Ontology Biological Process	GO:0006323	199
Gene Ontology Biological Process	GO:0006325	746
Gene Ontology Biological Process	GO:0006333	186
Gene Ontology Biological Process	GO:0006334	144
Gene Ontology Biological Process	GO:0006335	32
Gene Ontology Biological Process	GO:0006336	53
Gene Ontology Biological Process	GO:0006337	18
Gene Ontology Biological Process	GO:0006338	159
Gene Ontology Biological Process	GO:0006342	118
Gene Ontology Biological Process	GO:0006346	20
Gene Ontology Biological Process	GO:0006349	16
Gene Ontology Biological Process	GO:0006351	3756
Gene Ontology Biological Process	GO:0006352	232
Gene Ontology Biological Process	GO:0006353	107
Gene Ontology Biological Process	GO:0006354	129
Gene Ontology Biological Process	GO:0006355	3596
Gene Ontology Biological Process	GO:0006356	32
Gene Ontology Biological Process	GO:0006357	1877
Gene Ontology Biological Process	GO:0006359	27
Gene Ontology Biological Process	GO:0006360	61
Gene Ontology Biological Process	GO:0006361	34
Gene Ontology Biological Process	GO:0006362	31
Gene Ontology Biological Process	GO:0006363	31
Gene Ontology Biological Process	GO:0006364	255
Gene Ontology Biological Process	GO:0006366	2076
Gene Ontology Biological Process	GO:0006367	174
Gene Ontology Biological Process	GO:0006368	103
Gene Ontology Biological Process	GO:0006369	69
Gene Ontology Biological Process	GO:0006370	33
Gene Ontology Biological Process	GO:0006376	26
Gene Ontology Biological Process	GO:0006378	39
Gene Ontology Biological Process	GO:0006379	25
Gene Ontology Biological Process	GO:0006383	53
Gene Ontology Biological Process	GO:0006388	15
Gene Ontology Biological Process	GO:0006390	11
Gene Ontology Biological Process	GO:0006396	907
Gene Ontology Biological Process	GO:0006397	478
Gene Ontology Biological Process	GO:0006399	172
Gene Ontology Biological Process	GO:0006400	65
Gene Ontology Biological Process	GO:0006401	252
Gene Ontology Biological Process	GO:0006402	222
Gene Ontology Biological Process	GO:0006403	225
Gene Ontology Biological Process	GO:0006405	141
Gene Ontology Biological Process	GO:0006406	111
Gene Ontology Biological Process	GO:0006409	33
Gene Ontology Biological Process	GO:0006412	605
Gene Ontology Biological Process	GO:0006413	190
Gene Ontology Biological Process	GO:0006414	137
Gene Ontology Biological Process	GO:0006415	103
Gene Ontology Biological Process	GO:0006417	344
Gene Ontology Biological Process	GO:0006418	48
Gene Ontology Biological Process	GO:0006446	71
Gene Ontology Biological Process	GO:0006448	27
Gene Ontology Biological Process	GO:0006450	17
Gene Ontology Biological Process	GO:0006451	10
Gene Ontology Biological Process	GO:0006457	233
Gene Ontology Biological Process	GO:0006458	35
Gene Ontology Biological Process	GO:0006461	1361
Gene Ontology Biological Process	GO:0006464	3885
Gene Ontology Biological Process	GO:0006465	20
Gene Ontology Biological Process	GO:0006468	1851
Gene Ontology Biological Process	GO:0006469	240
Gene Ontology Biological Process	GO:0006470	252
Gene Ontology Biological Process	GO:0006471	24
Gene Ontology Biological Process	GO:0006473	180
Gene Ontology Biological Process	GO:0006474	16
Gene Ontology Biological Process	GO:0006475	155
Gene Ontology Biological Process	GO:0006476	94
Gene Ontology Biological Process	GO:0006479	177
Gene Ontology Biological Process	GO:0006482	31
Gene Ontology Biological Process	GO:0006486	278
Gene Ontology Biological Process	GO:0006487	67
Gene Ontology Biological Process	GO:0006488	20
Gene Ontology Biological Process	GO:0006490	21
Gene Ontology Biological Process	GO:0006491	19
Gene Ontology Biological Process	GO:0006493	104
Gene Ontology Biological Process	GO:0006497	145
Gene Ontology Biological Process	GO:0006501	73
Gene Ontology Biological Process	GO:0006505	33
Gene Ontology Biological Process	GO:0006506	32
Gene Ontology Biological Process	GO:0006508	1749
Gene Ontology Biological Process	GO:0006509	40
Gene Ontology Biological Process	GO:0006511	564
Gene Ontology Biological Process	GO:0006513	59
Gene Ontology Biological Process	GO:0006515	24
Gene Ontology Biological Process	GO:0006516	17
Gene Ontology Biological Process	GO:0006517	34
Gene Ontology Biological Process	GO:0006518	771
Gene Ontology Biological Process	GO:0006520	364
Gene Ontology Biological Process	GO:0006521	61
Gene Ontology Biological Process	GO:0006525	17
Gene Ontology Biological Process	GO:0006531	11
Gene Ontology Biological Process	GO:0006534	14
Gene Ontology Biological Process	GO:0006536	29
Gene Ontology Biological Process	GO:0006541	24
Gene Ontology Biological Process	GO:0006544	18
Gene Ontology Biological Process	GO:0006547	10
Gene Ontology Biological Process	GO:0006553	13
Gene Ontology Biological Process	GO:0006554	12
Gene Ontology Biological Process	GO:0006555	20
Gene Ontology Biological Process	GO:0006558	11
Gene Ontology Biological Process	GO:0006559	11
Gene Ontology Biological Process	GO:0006560	10
Gene Ontology Biological Process	GO:0006563	11
Gene Ontology Biological Process	GO:0006568	14
Gene Ontology Biological Process	GO:0006569	12
Gene Ontology Biological Process	GO:0006575	172
Gene Ontology Biological Process	GO:0006576	52
Gene Ontology Biological Process	GO:0006577	17
Gene Ontology Biological Process	GO:0006582	19
Gene Ontology Biological Process	GO:0006584	52
Gene Ontology Biological Process	GO:0006586	19
Gene Ontology Biological Process	GO:0006590	16
Gene Ontology Biological Process	GO:0006595	16
Gene Ontology Biological Process	GO:0006596	13
Gene Ontology Biological Process	GO:0006600	11
Gene Ontology Biological Process	GO:0006605	685
Gene Ontology Biological Process	GO:0006606	271
Gene Ontology Biological Process	GO:0006607	22
Gene Ontology Biological Process	GO:0006611	179
Gene Ontology Biological Process	GO:0006612	187
Gene Ontology Biological Process	GO:0006613	97
Gene Ontology Biological Process	GO:0006614	92
Gene Ontology Biological Process	GO:0006622	18
Gene Ontology Biological Process	GO:0006623	29
Gene Ontology Biological Process	GO:0006625	17
Gene Ontology Biological Process	GO:0006626	149
Gene Ontology Biological Process	GO:0006629	1356
Gene Ontology Biological Process	GO:0006631	342
Gene Ontology Biological Process	GO:0006633	124
Gene Ontology Biological Process	GO:0006635	70
Gene Ontology Biological Process	GO:0006636	39
Gene Ontology Biological Process	GO:0006637	98
Gene Ontology Biological Process	GO:0006638	123
Gene Ontology Biological Process	GO:0006639	122
Gene Ontology Biological Process	GO:0006641	106
Gene Ontology Biological Process	GO:0006643	193
Gene Ontology Biological Process	GO:0006644	448
Gene Ontology Biological Process	GO:0006646	14
Gene Ontology Biological Process	GO:0006650	345
Gene Ontology Biological Process	GO:0006654	37
Gene Ontology Biological Process	GO:0006656	36
Gene Ontology Biological Process	GO:0006658	30
Gene Ontology Biological Process	GO:0006661	140
Gene Ontology Biological Process	GO:0006662	11
Gene Ontology Biological Process	GO:0006664	114
Gene Ontology Biological Process	GO:0006665	142
Gene Ontology Biological Process	GO:0006670	10
Gene Ontology Biological Process	GO:0006672	75
Gene Ontology Biological Process	GO:0006677	14
Gene Ontology Biological Process	GO:0006684	14
Gene Ontology Biological Process	GO:0006687	66
Gene Ontology Biological Process	GO:0006688	17
Gene Ontology Biological Process	GO:0006690	107
Gene Ontology Biological Process	GO:0006691	31
Gene Ontology Biological Process	GO:0006692	33
Gene Ontology Biological Process	GO:0006693	33
Gene Ontology Biological Process	GO:0006694	165
Gene Ontology Biological Process	GO:0006695	51
Gene Ontology Biological Process	GO:0006699	35
Gene Ontology Biological Process	GO:0006700	23
Gene Ontology Biological Process	GO:0006702	11
Gene Ontology Biological Process	GO:0006703	12
Gene Ontology Biological Process	GO:0006704	17
Gene Ontology Biological Process	GO:0006705	12
Gene Ontology Biological Process	GO:0006706	27
Gene Ontology Biological Process	GO:0006707	11
Gene Ontology Biological Process	GO:0006720	128
Gene Ontology Biological Process	GO:0006721	107
Gene Ontology Biological Process	GO:0006725	5948
Gene Ontology Biological Process	GO:0006730	35
Gene Ontology Biological Process	GO:0006732	319
Gene Ontology Biological Process	GO:0006733	151
Gene Ontology Biological Process	GO:0006734	36
Gene Ontology Biological Process	GO:0006735	26
Gene Ontology Biological Process	GO:0006739	34
Gene Ontology Biological Process	GO:0006743	16
Gene Ontology Biological Process	GO:0006744	15
Gene Ontology Biological Process	GO:0006749	50
Gene Ontology Biological Process	GO:0006750	16
Gene Ontology Biological Process	GO:0006751	11
Gene Ontology Biological Process	GO:0006753	670
Gene Ontology Biological Process	GO:0006754	46
Gene Ontology Biological Process	GO:0006757	69
Gene Ontology Biological Process	GO:0006760	27
Gene Ontology Biological Process	GO:0006766	129
Gene Ontology Biological Process	GO:0006767	86
Gene Ontology Biological Process	GO:0006768	11
Gene Ontology Biological Process	GO:0006775	42
Gene Ontology Biological Process	GO:0006778	36
Gene Ontology Biological Process	GO:0006779	24
Gene Ontology Biological Process	GO:0006783	20
Gene Ontology Biological Process	GO:0006790	371
Gene Ontology Biological Process	GO:0006793	3179
Gene Ontology Biological Process	GO:0006796	3090
Gene Ontology Biological Process	GO:0006801	58
Gene Ontology Biological Process	GO:0006805	106
Gene Ontology Biological Process	GO:0006807	6845
Gene Ontology Biological Process	GO:0006809	63
Gene Ontology Biological Process	GO:0006810	4965
Gene Ontology Biological Process	GO:0006811	1553
Gene Ontology Biological Process	GO:0006812	1073
Gene Ontology Biological Process	GO:0006813	226
Gene Ontology Biological Process	GO:0006814	223
Gene Ontology Biological Process	GO:0006816	379
Gene Ontology Biological Process	GO:0006817	24
Gene Ontology Biological Process	GO:0006818	158
Gene Ontology Biological Process	GO:0006820	583
Gene Ontology Biological Process	GO:0006821	104
Gene Ontology Biological Process	GO:0006825	18
Gene Ontology Biological Process	GO:0006826	60
Gene Ontology Biological Process	GO:0006828	11
Gene Ontology Biological Process	GO:0006829	26
Gene Ontology Biological Process	GO:0006833	19
Gene Ontology Biological Process	GO:0006835	87
Gene Ontology Biological Process	GO:0006836	186
Gene Ontology Biological Process	GO:0006837	16
Gene Ontology Biological Process	GO:0006839	311
Gene Ontology Biological Process	GO:0006851	14
Gene Ontology Biological Process	GO:0006853	11
Gene Ontology Biological Process	GO:0006855	22
Gene Ontology Biological Process	GO:0006862	20
Gene Ontology Biological Process	GO:0006865	138
Gene Ontology Biological Process	GO:0006869	318
Gene Ontology Biological Process	GO:0006873	586
Gene Ontology Biological Process	GO:0006874	392
Gene Ontology Biological Process	GO:0006875	488
Gene Ontology Biological Process	GO:0006878	13
Gene Ontology Biological Process	GO:0006879	48
Gene Ontology Biological Process	GO:0006882	25
Gene Ontology Biological Process	GO:0006883	13
Gene Ontology Biological Process	GO:0006884	17
Gene Ontology Biological Process	GO:0006885	99
Gene Ontology Biological Process	GO:0006886	1144
Gene Ontology Biological Process	GO:0006887	851
Gene Ontology Biological Process	GO:0006888	173
Gene Ontology Biological Process	GO:0006890	83
Gene Ontology Biological Process	GO:0006891	47
Gene Ontology Biological Process	GO:0006892	89
Gene Ontology Biological Process	GO:0006893	46
Gene Ontology Biological Process	GO:0006895	19
Gene Ontology Biological Process	GO:0006896	11
Gene Ontology Biological Process	GO:0006897	704
Gene Ontology Biological Process	GO:0006898	343
Gene Ontology Biological Process	GO:0006900	111
Gene Ontology Biological Process	GO:0006901	65
Gene Ontology Biological Process	GO:0006903	81
Gene Ontology Biological Process	GO:0006904	43
Gene Ontology Biological Process	GO:0006906	158
Gene Ontology Biological Process	GO:0006907	19
Gene Ontology Biological Process	GO:0006909	298
Gene Ontology Biological Process	GO:0006910	52
Gene Ontology Biological Process	GO:0006911	68
Gene Ontology Biological Process	GO:0006913	464
Gene Ontology Biological Process	GO:0006914	449
Gene Ontology Biological Process	GO:0006915	1804
Gene Ontology Biological Process	GO:0006919	82
Gene Ontology Biological Process	GO:0006921	31
Gene Ontology Biological Process	GO:0006924	11
Gene Ontology Biological Process	GO:0006925	19
Gene Ontology Biological Process	GO:0006928	1884
Gene Ontology Biological Process	GO:0006929	28
Gene Ontology Biological Process	GO:0006935	551
Gene Ontology Biological Process	GO:0006936	331
Gene Ontology Biological Process	GO:0006937	148
Gene Ontology Biological Process	GO:0006939	97
Gene Ontology Biological Process	GO:0006940	55
Gene Ontology Biological Process	GO:0006941	165
Gene Ontology Biological Process	GO:0006942	85
Gene Ontology Biological Process	GO:0006949	52
Gene Ontology Biological Process	GO:0006950	3664
Gene Ontology Biological Process	GO:0006952	1518
Gene Ontology Biological Process	GO:0006953	46
Gene Ontology Biological Process	GO:0006954	648
Gene Ontology Biological Process	GO:0006955	1995
Gene Ontology Biological Process	GO:0006956	141
Gene Ontology Biological Process	GO:0006957	14
Gene Ontology Biological Process	GO:0006958	118
Gene Ontology Biological Process	GO:0006959	288
Gene Ontology Biological Process	GO:0006968	60
Gene Ontology Biological Process	GO:0006970	69
Gene Ontology Biological Process	GO:0006972	22
Gene Ontology Biological Process	GO:0006974	791
Gene Ontology Biological Process	GO:0006977	61
Gene Ontology Biological Process	GO:0006978	17
Gene Ontology Biological Process	GO:0006979	409
Gene Ontology Biological Process	GO:0006983	11
Gene Ontology Biological Process	GO:0006984	44
Gene Ontology Biological Process	GO:0006986	168
Gene Ontology Biological Process	GO:0006996	3670
Gene Ontology Biological Process	GO:0006997	142
Gene Ontology Biological Process	GO:0006998	85
Gene Ontology Biological Process	GO:0006999	15
Gene Ontology Biological Process	GO:0007004	62
Gene Ontology Biological Process	GO:0007005	528
Gene Ontology Biological Process	GO:0007006	105
Gene Ontology Biological Process	GO:0007007	20
Gene Ontology Biological Process	GO:0007009	277
Gene Ontology Biological Process	GO:0007010	1157
Gene Ontology Biological Process	GO:0007015	343
Gene Ontology Biological Process	GO:0007016	10
Gene Ontology Biological Process	GO:0007017	644
Gene Ontology Biological Process	GO:0007018	254
Gene Ontology Biological Process	GO:0007019	29
Gene Ontology Biological Process	GO:0007020	23
