"CE_effect" "CE_pval" "PE_effect" "PE_pval" "H_pval"
"1" "0.951133974641466" "0.0171968348029754" "0.304682763303047" "0.0977800797639255" "0.0343936696059508"
"2" "-0.0446344161978786" "0.890374751116228" "0.120158107282577" "0.526416053384407" "1"
"3" "0.402539596732784" "0.247186405901314" "0.203547383898804" "0.276409522759959" "0.494372811802628"
"4" "-0.0422891397383107" "0.896130878165643" "-0.00738547945578023" "0.969653375189948" "1"
"5" "0.526721158627463" "0.140668702170267" "0.389430665795593" "0.0320769083901575" "0.0641538167803149"
"6" "0.526115024725363" "0.140839061191858" "0.239376700827424" "0.197912573383685" "0.281678122383716"
"7" "-0.0449891639999989" "0.889465758810799" "-0.0254367880623346" "0.896052376320212" "1"
"8" "0.802403679111557" "0.0360139774459756" "0.264727291318248" "0.153053935517812" "0.0720279548919512"
"9" "-0.349385032604174" "0.268597941168082" "0.178400484442231" "0.342224795108143" "0.537195882336163"
"10" "0.287476779082348" "0.398342239557164" "0.274292752016355" "0.138194712777885" "0.27638942555577"
"11" "-0.44888353370337" "0.15376858240386" "0.0660934020547649" "0.730063805118368" "0.30753716480772"
"12" "0.799108072557203" "0.0366504083300828" "0.235437038065976" "0.205752855876318" "0.0733008166601656"
"13" "0.0631785299638978" "0.847406383786075" "0.216125458522725" "0.247000751850595" "0.49400150370119"
"14" "0.173445289269658" "0.603198189469185" "0.311428164233803" "0.0903888439401222" "0.180777687880244"
"15" "0.285165574954891" "0.401732260529622" "0.193615755542594" "0.301376829573861" "0.602753659147721"
"16" "0.0636696750544443" "0.84624767873759" "0.0845523865907738" "0.657817283687726" "1"
"17" "-0.54755806826739" "0.0814066412798818" "-0.182384173149705" "0.363812137177243" "0.162813282559764"
"18" "0.80150027419834" "0.0361840731687825" "0.547878683590151" "0.00205410791316134" "0.00410821582632268"
"19" "0.800411202410081" "0.0364018366659076" "0.211177825346329" "0.258450328056577" "0.0728036733318152"
"20" "0.28716852363145" "0.398731253247381" "0.251299965143265" "0.175843358482279" "0.351686716964557"
"21" "0.172653450776786" "0.60502574114541" "-0.0884372851022557" "0.653642160256243" "1"
"22" "0.403106323592474" "0.24667792453303" "0.392099426169318" "0.0308589353462015" "0.0617178706924029"
"23" "0.173975669127056" "0.602267540250934" "0.13555449331486" "0.473843490888009" "0.947686981776017"
"24" "0.527692197692636" "0.139718317918573" "0.336569964600671" "0.0660905808503486" "0.132181161700697"
"25" "0.5291257889968" "0.138775739534614" "0.159464790969099" "0.39749181269283" "0.277551479069227"
"26" "0.175035585859574" "0.600000366085487" "0.209596505896796" "0.262096113646649" "0.524192227293297"
"27" "0.527905611214349" "0.139722671259433" "0.175893962169721" "0.349335750756454" "0.279445342518867"
"28" "0.172501711576358" "0.605248551268267" "0.285517453652047" "0.122058740123482" "0.244117480246965"
"29" "0.658767600419451" "0.0739064255276393" "0.225718121604051" "0.225818594539778" "0.147812851055279"
"30" "0.40150084677996" "0.248269031679665" "0.414707063926657" "0.0219620396539211" "0.0439240793078422"
"31" "-0.0421751232621399" "0.896402216266415" "0.174943750558046" "0.352009016252675" "0.704018032505351"
"32" "0.172408374658864" "0.605276218253163" "0.256218436282051" "0.167204038519546" "0.334408077039093"
"33" "0.285964927631261" "0.400413941098932" "0.0653465294598834" "0.732966743477519" "0.800827882197863"
"34" "-0.0441724958031591" "0.89148984565694" "0.002645359119272" "0.989104780910221" "1"
