"CE_effect" "CE_pval" "PE_effect" "PE_pval" "H_pval"
"1" "0.478435742753357" "1.80144811149422e-08" "0.391942574098223" "7.72972688195967e-08" "3.60289622298843e-08"
"2" "0.556973963711091" "2.60871144860073e-11" "0.397912779597797" "4.57555107521308e-08" "5.21742289720146e-11"
"3" "0.557047541088226" "2.58230475608015e-11" "0.416087651471429" "8.44713845459733e-09" "5.16460951216031e-11"
"4" "0.528360789625522" "3.24418908346256e-10" "0.358379901566925" "1.26070026050514e-06" "6.48837816692513e-10"
"5" "0.457033143153252" "8.72888977035694e-08" "0.319224643266836" "2.16255386953361e-05" "1.74577795407139e-07"
"6" "0.450037102598942" "1.43300915369903e-07" "0.319708018915411" "2.10423282489351e-05" "2.86601830739807e-07"
"7" "0.550014625649283" "4.90725412706577e-11" "0.382752743910517" "1.72759512255092e-07" "9.81450825413155e-11"
"8" "0.478460468107714" "1.79840677933644e-08" "0.334003855065904" "7.77365940862306e-06" "3.59681355867288e-08"
"9" "0.472080828459052" "2.92402672767794e-08" "0.313339549158117" "3.20804465141791e-05" "5.84805345535587e-08"
"10" "0.549592608172837" "5.06715415556179e-11" "0.443903488882584" "5.13543076937838e-10" "1.01343083111236e-10"
"11" "0.499828544544531" "3.41595178646947e-09" "0.415696570190073" "8.70156459316732e-09" "6.83190357293893e-09"
"12" "0.463962918524687" "5.27712250377828e-08" "0.363355461085524" "8.50698354534093e-07" "1.05542450075566e-07"
"13" "0.612096791989402" "1.24288100939062e-13" "0.462140694581268" "7.17601933615688e-11" "2.48576201878125e-13"
"14" "0.463707793826787" "5.36970976776438e-08" "0.377907923760755" "2.58400385150155e-07" "1.07394195355288e-07"
"15" "0.478285427751812" "1.81912998907233e-08" "0.302270945617696" "6.48706126476499e-05" "3.63825997814467e-08"
"16" "0.528501674513066" "3.21590284626867e-10" "0.406684861874025" "2.03867374300419e-08" "6.43180569253734e-10"
"17" "0.434318501302459" "4.18730902520019e-07" "0.282293936088061" "0.000215770956905788" "8.37461805040037e-07"
"18" "0.359925054361417" "3.82133024368028e-05" "0.282520386286801" "0.000213104554064363" "7.64266048736057e-05"
"19" "0.463945154802149" "5.29419925331669e-08" "0.302536165678579" "6.38305893164197e-05" "1.05883985066334e-07"
"20" "0.612169174214166" "1.24508212527752e-13" "0.434652382322119" "1.34658848535291e-09" "2.49016425055504e-13"
"21" "0.550138722330526" "4.83231963772281e-11" "0.383923574044216" "1.56861490766949e-07" "9.66463927544562e-11"
"22" "0.590903440326125" "1.04317683625228e-12" "0.4256303195909" "3.30947874387559e-09" "2.08635367250456e-12"
"23" "0.41953840979807" "1.11334443090731e-06" "0.324160031543224" "1.54127999554936e-05" "2.22668886181461e-06"
"24" "0.577679563647974" "3.77364411396969e-12" "0.402312507690403" "3.06589767197656e-08" "7.54728822793937e-12"
"25" "0.441788529509985" "2.52816639496528e-07" "0.277013111865988" "0.000291312455772477" "5.05633278993055e-07"
"26" "0.462988698115294" "5.62463416068238e-08" "0.357605709827387" "1.32473939754586e-06" "1.12492683213648e-07"
"27" "0.564371188953373" "1.32895657352114e-11" "0.467174718151143" "4.08180329656174e-11" "2.65791314704228e-11"
"28" "0.45627347008432" "9.13974631612299e-08" "0.323594490975811" "1.6013972591852e-05" "1.8279492632246e-07"
"29" "0.470442381389065" "3.26310759224486e-08" "0.322885574848042" "1.67633358328807e-05" "6.52621518448972e-08"
"30" "0.632595321042804" "1.45996506421509e-14" "0.41675005441619" "7.95312126600706e-09" "2.91993012843019e-14"
"31" "0.653287676205625" "1.54666545018831e-15" "0.497481760603531" "1.11541613595747e-12" "3.09333090037662e-15"
"32" "0.478416692884347" "1.81072158186334e-08" "0.367812225123027" "5.92826612363667e-07" "3.62144316372668e-08"
"33" "0.493241926910412" "5.78970772182731e-09" "0.339225603171093" "5.35697044897037e-06" "1.15794154436546e-08"
"34" "0.492496695502537" "6.09341432428286e-09" "0.343521912772043" "3.88445482033457e-06" "1.21868286485657e-08"
"35" "0.514434328363321" "1.04868872043274e-09" "0.343393945446394" "3.93456637196383e-06" "2.09737744086547e-09"
"36" "0.625780663772177" "3.00123350413939e-14" "0.439352629534722" "8.34746546120563e-10" "6.00246700827878e-14"
"37" "0.528635746402982" "3.16900267783693e-10" "0.373528095472083" "3.7453877173576e-07" "6.33800535567387e-10"
"38" "0.471134414816903" "3.11640017608231e-08" "0.318194560053512" "2.31266672274442e-05" "6.23280035216463e-08"
"39" "0.543615937335523" "8.73097282259192e-11" "0.388424298616289" "1.06702245221358e-07" "1.74619456451838e-10"
"40" "0.463135564193553" "5.56778924799817e-08" "0.322676732951232" "1.69899713311777e-05" "1.11355784959963e-07"
"41" "0.478942021347816" "1.733840507646e-08" "0.363556002245773" "8.41061916354972e-07" "3.467681015292e-08"
"42" "0.396941303234525" "4.56990007232435e-06" "0.270477378698213" "0.000418039761234406" "9.1398001446487e-06"
"43" "0.592212267066538" "9.25797590370741e-13" "0.403368457466471" "2.82059682123982e-08" "1.85159518074148e-12"
"44" "0.426685692404678" "6.96937486940499e-07" "0.265020088569412" "0.000561828100362895" "1.393874973881e-06"
"45" "0.41199287807248" "1.80132545786617e-06" "0.281765279942144" "0.000221958573787044" "3.60265091573234e-06"
"46" "0.535553541997045" "1.74654033290029e-10" "0.358553003052946" "1.24623221866605e-06" "3.49308066580059e-10"
"47" "0.412715026102147" "1.72949977220977e-06" "0.276541818001935" "0.000299756267650604" "3.45899954441953e-06"
"48" "0.556637607580867" "2.67449697705396e-11" "0.387920694971969" "1.10557645475044e-07" "5.34899395410792e-11"
"49" "0.577934060253538" "3.70096304880913e-12" "0.421538894891075" "4.98701817642835e-09" "7.40192609761826e-12"
"50" "0.570756626331678" "7.25553825686668e-12" "0.392103539582937" "7.66920432223554e-08" "1.45110765137334e-11"
"51" "0.626314985463863" "2.859705824106e-14" "0.43131245981918" "1.90942969516718e-09" "5.71941164821201e-14"
"52" "0.639498796176254" "6.94433099133436e-15" "0.439395562670394" "8.30467140536184e-10" "1.38886619826687e-14"
"53" "0.405518047851635" "2.71679421374413e-06" "0.288549886359549" "0.000150307517505055" "5.43358842748826e-06"
"54" "0.434412488278426" "4.1810311011756e-07" "0.29709933478839" "8.92119386008886e-05" "8.36206220235119e-07"
"55" "0.478042192194628" "1.85524379993188e-08" "0.362519206033903" "9.04728819215121e-07" "3.71048759986377e-08"
"56" "0.61264180224099" "1.18722702499838e-13" "0.435538406567178" "1.24129943343361e-09" "2.37445404999676e-13"
"57" "0.528909053148358" "3.11489715876456e-10" "0.353442541998591" "1.85450399645257e-06" "6.22979431752912e-10"
"58" "0.591619684255341" "9.81214223847878e-13" "0.489172039349558" "3.07735716977951e-12" "1.96242844769576e-12"
"59" "0.584732631190145" "1.90880831798537e-12" "0.444227903974884" "4.99247836233445e-10" "3.81761663597075e-12"
"60" "0.506846272817676" "1.94280010745313e-09" "0.333802428642127" "7.87012882715558e-06" "3.88560021490625e-09"
"61" "0.471085807522134" "3.1227787142999e-08" "0.313314550581645" "3.19661190373311e-05" "6.2455574285998e-08"
"62" "0.549725679499253" "5.00063206158006e-11" "0.382601432063844" "1.7476362554356e-07" "1.00012641231601e-10"
"63" "0.45648512080993" "9.06110579458199e-08" "0.343783702734313" "3.80772640192235e-06" "1.8122211589164e-07"
