"complete"	"bylength"	"bylocation"
0.000227537863051147	0.000138117564130114	1.71145659321455e-06
0.000328942403769933	0.000398771734832016	2.22747292638451e-06
0.000622661438109532	0.000572804323110262	4.58688547214473e-06
0.000833211353355921	0.000819472937083502	5.80169867656167e-06
0.000965893702363745	0.000955677658382104	1.17379148891164e-05
0.00111649411991654	0.00115443302800569	2.23021773771248e-05
0.0015431330148813	0.0013437818718217	0.000156865552879609
0.00180187909342815	0.00144725432554538	0.000229735743350935
0.00215106637740518	0.0017061400087269	0.000324073432777758
0.00259268783642305	0.00207191901126009	0.000349560469400773
0.00271029134660337	0.00225995337651271	0.000503230324988771
0.00295981192282936	0.00253177046989642	0.000580923960563066
0.0032668991863539	0.00295780479165108	0.000746317537679497
0.00330753397513416	0.0031176426076014	0.000786654620807499
0.00350996232404845	0.00315222048306306	0.00102643835855235
0.00416322286581181	0.00341821629855536	0.00106724232981205
0.00431759581855472	0.00391646680325623	0.00114335977100304
0.00453325608052338	0.00412402353977218	0.00123171988818426
0.00473316307456093	0.00418369431224616	0.00132397382249227
0.00524470257967249	0.00447182692400347	0.00143686309755385
0.00579321265537303	0.0046400036028207	0.00153916824244114
0.00656458500429248	0.00480047719075422	0.00167755719267618
0.00665113806554036	0.0056783814434975	0.00199199489606768
0.0069926111972075	0.00580724753815812	0.00208153402299659
0.0072810083531583	0.00599502245766315	0.00214501967068479
0.00734966647734209	0.00612854537428539	0.00238953264603568
0.00768708633578141	0.00638098789776484	0.00257052903514807
0.00793531391321449	0.00660554947628736	0.00271805254168623
0.00825842277275389	0.00686744785933576	0.00288486417923794
0.00840143707998174	0.00711791712350764	0.00310182990066681
0.00869008416560639	0.00738154548563964	0.00317541402275898
0.00893966247029797	0.00750431927934628	0.00353423969187963
0.00908364955772344	0.00765573730138788	0.00371450083086062
0.00922799332186133	0.00811051712478257	0.00384609219333817
0.00981973085541446	0.0084121097038936	0.00397174242969544
0.0101985859884404	0.00873262842286185	0.00401496652912537
0.0102731568316735	0.00926504273522076	0.00415599959222446
0.0106578613534303	0.00950536863167612	0.00425889103796383
0.0111184301902847	0.00954408321824256	0.00477240281670886
0.0113883865192125	0.0097853423340778	0.00483093583658258
0.0117472647338831	0.00985845170979539	0.00521743364194809
0.0117614550262901	0.0102446355258618	0.00536611807262129
0.012165650311455	0.0104041457662336	0.00544470538459926
0.0121812153551402	0.0107165550649058	0.00556830663222885
0.0123835045400048	0.0108614453233476	0.00574652962992194
0.0124166833199639	0.0111280435283962	0.00590124400011242
0.0125757081909003	0.0111317671110097	0.00617180451950376
0.0129343513612689	0.0114607185490747	0.00651892872543447
0.0131544406018402	0.0116054355300744	0.00660986783104653
0.0132697105805172	0.0117125212222998	0.00731488689459828
0.0135948177081498	0.0119680694068547	0.00772841659007722
0.0136031264592949	0.0120602033492401	0.00786068252761626
0.0136626060160859	0.0121537245030257	0.00807319495442691
0.0137597144281713	0.0130411342526737	0.008151541362766
0.0140106745678179	0.0133201467802005	0.00823330886824633
0.0141969873043209	0.0136963888906418	0.00827194405963221
0.0144354780444641	0.0138957931329296	0.00868062246126751
0.014631329750658	0.0139390327676883	0.00884219679278244
0.0149379190850726	0.0141535176628767	0.0091623467258704
0.0155939840299404	0.0144411588214772	0.00963773137173259
0.0158516309919193	0.0146698276900005	0.00986946027465292
0.016072832098313	0.0147467482013365	0.0102004525346484
0.016235766296344	0.0153679297334186	0.010280057820085
0.0162428071990766	0.0156244206978257	0.010349434000089
0.0164841430231969	0.0159147889089765	0.0107129916427854
0.0166265959602702	0.015977661093008	0.0108382466102575
0.0169003960034441	0.0162990191573899	0.0109103217173059
0.0172787653553692	0.0164548460569241	0.0111122355660258
0.0175549125295879	0.0166764595644113	0.0111471191892727
0.0176343801878266	0.0169945604939381	0.0113851832064399
0.0178515325282043	0.017462357432457	0.0114627487146928
0.0178637354235881	0.017656841605558	0.0115956723331452
0.0179105862443211	0.0182228894920504	0.0118997954752154
0.0182076848824219	0.0184986243379753	0.012036391524585
0.018379676000645	0.0188700204761318	0.0121248018760897
0.0184912687379014	0.0190319840601562	0.0122007754943136
0.0186797861291597	0.0192415613331042	0.0123262904948713
0.0187612015872032	0.0192677990102634	0.0123963418133473
0.0189430082348394	0.0198066866337864	0.0124271878897922
0.0192838373238679	0.0198791278516514	0.0126705394239318
0.0193767175835148	0.02039602609361	0.0127302680213712
0.0199295283131466	0.0206171120688488	0.013038082105893
0.0203163670301608	0.0206325014924951	0.0131273451192851
0.0204935147903553	0.0206696844416015	0.0133505367826105
0.0205864006525595	0.0214821240334385	0.0135414900902812
0.0208605567160984	0.0216010292215775	0.0136581465953485
0.0210265034916459	0.0216763496494259	0.0137631662122814
0.0212144311931693	0.0216940368165505	0.0138977623611927
0.0216009968200387	0.0217240362329929	0.0139359631274666
0.0216465259461451	0.0217793368976214	0.014005078350752
0.0219038103862691	0.0220862426859367	0.0141893258998223
0.0221233469693311	0.0222159434325736	0.0142822268431613
0.0225454731134022	0.0228149412487516	0.0144239817259715
0.0227675464835269	0.0230806928955143	0.0148022485894268
0.0228081377853547	0.0235628331887417	0.015198830826193
0.0232859309084396	0.0236848455314533	0.0156354080745658
0.0236016508844622	0.0238378706783093	0.0157432450200718
0.0237369281999491	0.0239916377550633	0.0159303436902911
0.0238174947423927	0.0241495814138102	0.0161135439943805
0.0245968409831656	0.0241982257785238	0.0166081562250847
0.0248520862355874	0.0244043601601334	0.0168324412619743
0.0249032177178334	0.0247143867356871	0.0170336992796031
0.0250224675030613	0.0247995146016374	0.0171209730544785
0.0252857373619899	0.0249894780113103	0.0173306234795687
0.0254833726817605	0.0251013418444768	0.0174846366737624
0.0256422550211337	0.0252856210357411	0.0176072284003928
0.0260118496128506	0.0253832962830262	0.0178019276563508
0.026084250732528	0.0253911261099816	0.0179820855815972
0.0261976801851558	0.0258758750993374	0.0182348467584677
0.0262416766747652	0.025878951017236	0.018388391418834
0.0263547565558535	0.0261257192500364	0.0185223651020765
0.0265304931222257	0.0261879995994053	0.0185717428462223
0.0265883698811728	0.0264375010749529	0.0189486011429746
