gene_id	length	log10_length	num_peaks	peak
2596	649128	5.81233034273646	5	1
2737	647004	5.81090696563401	5	1
2806	535209	5.72852340785669	5	1
2900	393642	5.59510142968593	5	1
3175	435611	5.63909883797764	5	1
3312	107859	5.03285638946878	5	1
3344	267487	5.42730267994432	5	1
3400	820339	5.91399335897529	5	1
3624	680747	5.83298573611363	5	1
3655	250098	5.39811021874995	5	1
3791	309402	5.49052311668771	5	1
3983	346684	5.53993379876036	5	1
4000	60549	4.78210697492633	5	1
4010	197250	5.29501701188146	5	1
4131	253549	5.40406190202513	5	1
4146	782677	5.89358257168899	5	1
4179	62566	4.7963383903386	5	1
4212	660188	5.81966762605133	5	1
4602	201124	5.30346389777552	5	1
4761	82718	4.91760002527278	5	1
4825	523293	5.71874492529631	5	1
4861	72716	4.86162998097152	5	1
4978	1262022	6.10106692574435	5	1
5081	189364	5.27729741876756	5	1
5093	114376	5.05833490416813	5	1
5097	125186	5.09755576287828	5	1
5292	119202	5.07628354216325	5	1
5308	844174	5.92643197204201	5	1
5524	49087	4.69096649057902	5	1
6122	52858	4.72311072660886	5	1
6304	709606	5.85101727897118	5	1
6484	342271	5.53437010371422	5	1
6509	206725	5.3153930006017	5	1
6656	528817	5.72330540806518	5	1
6657	438013	5.64148700033168	5	1
6760	391077	5.5922622749989	5	1
6867	195656	5.29149317054458	5	1
6902	328028	5.51591091604853	5	1
7026	678496	5.83154729166702	5	1
7070	173472	5.2392293856005	5	1
7143	653357	5.8151505484479	5	1
7296	198471	5.29769705789979	5	1
7324	293608	5.46776788471992	5	1
7404	459668	5.6624442711918	5	1
7511	1435460	6.15699109511096	5	1
8289	155859	5.19273188545459	5	1
8313	360083	5.55640261823196	5	1
8445	430394	5.63386620832503	5	1
8766	123969	5.09331309796779	5	1
8817	304641	5.48378835230105	5	1
8945	176799	5.24747980425335	5	1
9021	73671	4.86729656494833	5	1
9162	294603	5.46923716503483	5	1
9423	305122	5.48447352240525	5	1
9464	439073	5.6425367317718	5	1
9543	79095	4.89814903038715	5	1
9576	155939	5.19295474486558	5	1
9580	74318	4.87109401367865	5	1
9659	246236	5.39135154761396	5	1
9686	363081	5.56000352291164	5	1
9721	56466	4.75178702380105	5	1
9750	263611	5.42096352860644	5	1
9904	465931	5.6683216065226	5	1
9910	693145	5.84082409480335	5	1
9911	68833	4.83779669814669	5	1
10368	350856	5.54512890781256	5	1
10562	483389	5.68429676337892	5	1
10867	210883	5.32404157118676	5	1
10927	200634	5.30240453168125	5	1
23022	465370	5.6677983831312	5	1
23112	285710	5.45592544118364	5	1
23225	236110	5.37311438120346	5	1
23281	640350	5.80641741385963	5	1
23284	3939514	6.59544264818678	5	1
23286	250399	5.39863259013205	5	1
23338	130364	5.11515767759302	5	1
23431	169780	5.22988652924589	5	1
23613	226285	5.35465576635801	5	1
25769	501154	5.69997120106315	5	1
26003	116047	5.06463391773217	5	1
26064	413563	5.61654167705247	5	1
26960	932946	5.96985650700403	5	1
27184	417800	5.62096843564429	5	1
30820	226142	5.35438122875092	5	1
51096	449107	5.65234982424036	5	1
51141	424371	5.62774569810796	5	1
51320	169857	5.23008344934399	5	1
51523	117435	5.0697975521204	5	1
51649	320636	5.50601228197201	5	1
53335	193046	5.28566080727618	5	1
54453	426610	5.63003103136169	5	1
54620	26989	4.431186793318	5	1
54788	125032	5.09702117816689	5	1
54880	683928	5.83501038410526	5	1
55209	117969	5.07176789800349	5	1
55357	279346	5.44614245700864	5	1
55662	107915	5.03308181506717	5	1
55734	628199	5.79809724073038	5	1
56243	918449	5.96305504563528	5	1
56341	403555	5.60590273253695	5	1
56977	318956	5.50373077623842	5	1
57332	30617	4.48596263419781	5	1
57476	177541	5.24929866171561	5	1
57521	459923	5.66268512847667	5	1
57531	1816330	6.25919475616686	5	1
57556	727844	5.8620383062373	5	1
57649	52392	4.71926497742075	5	1
58504	244008	5.38740406526865	5	1
60412	861337	5.93517310337627	5	1
60625	881459	5.94520211642222	5	1
60677	98451	4.99322013177202	5	1
64109	940554	5.97338373473891	5	1
65061	158874	5.2010528299926	5	1
65983	958836	5.9817443314816	5	1
79813	172609	5.23706343650338	5	1
79960	342622	5.53481524587948	5	1
80119	35334	4.54819280470331	5	1
80205	519861	5.71588723786039	5	1
84107	408777	5.61148645206284	5	1
84181	517983	5.71431550660364	5	1
84898	1109718	6.04521263049507	5	1
85416	169356	5.22880058758078	5	1
91272	279411	5.44624349964954	5	1
92291	373116	5.57184387290232	5	1
92912	79069	4.89800624623106	5	1
114795	585588	5.76759216848206	5	1
115701	155482	5.19168011842294	5	1
116028	217618	5.33769481463536	5	1
119180	280346	5.447694363929	5	1
120103	186240	5.27007296296979	5	1
121256	1057994	6.02448320477452	5	1
121536	523816	5.71917875985016	5	1
122961	59474	4.77432714851287	5	1
124540	379871	5.57963614003878	5	1
165100	89026	4.94951686066185	5	1
168002	180986	5.25764498173161	5	1
201176	85523	4.93208292677268	5	1
222865	115135	5.06120736530012	5	1
256536	456439	5.65938274521412	5	1
339788	697680	5.84365627348203	5	1
348645	455687	5.6586666390525	5	1
375298	251163	5.39995566181928	5	1
399979	348778	5.54254908296944	5	1
400950	767792	5.88524358267855	5	1
401720	56909	4.7551809542905	5	1
404663	932570	5.9696814404515	5	1
645367	1508636	6.17858446690558	5	1
647946	1955862	6.29133820896243	5	1
693219	266153	5.42513136577874	5	1
728081	2207614	6.34392313956222	5	1
100128511	175039	5.24313482353061	5	1
100216546	342741	5.53496605951799	5	1
100500879	604608	5.78147388934009	5	1
100616352	359249	5.55539556791249	5	1
100847084	991035	5.99608899256646	5	1
100874047	386719	5.58739551004164	5	1
100874370	192055	5.28342561816166	5	1
40	631211	5.80017455863874	4	1
48	1047140	6.02000474964713	4	1
71	38600	4.58658730467176	4	1
152	189275	5.27709325485628	4	1
287	712608	5.85285069359225	4	1
323	432222	5.63570686859867	4	1
596	325938	5.51313499632967	4	1
604	231067	5.36373792582852	4	1
659	171062	5.2331535453494	4	1
667	525595	5.72065122511577	4	1
668	93937	4.97283668631082	4	1
775	515332	5.71208711120147	4	1
780	84709	4.92792955487251	4	1
781	790975	5.89816275715934	4	1
949	181571	5.25904648545322	4	1
987	728785	5.86259942532023	4	1
1000	1627239	6.21145134442935	4	1
1012	669060	5.82546506619903	4	1
1021	265169	5.42352275081919	4	1
1045	21714	4.33673983349184	4	1
1106	135652	5.1324262012127	4	1
1112	665993	5.8234696644896	4	1
1266	123454	5.09150516595515	4	1
1387	199293	5.29949204473781	4	1
1500	140308	5.1470824340847	4	1
1600	1285423	6.10904606645015	4	1
1603	466924	5.66924619733986	4	1
1612	363248	5.56020323180322	4	1
1635	178708	5.25214399446473	4	1
1654	181508	5.25889577140677	4	1
1746	170936	5.23283353700318	4	1
1814	95989	4.98222146727897	4	1
1846	243479	5.38646150938057	4	1
1876	70066	4.84550732475041	4	1
1915	77788	4.89091260552771	4	1
1946	1634239	6.2133155704283	4	1
2042	2723620	6.43514651461548	4	1
2043	1195794	6.07765636997941	4	1
2078	368955	5.56697340018767	4	1
2113	874160	5.94159093006862	4	1
2138	590309	5.77107940463495	4	1
2248	167118	5.22302322954429	4	1
2263	595082	5.77457681395342	4	1
2309	276640	5.44191497592985	4	1
2321	335712	5.52596686534881	4	1
2535	76402	4.88310472739238	4	1
2632	2559918	6.40822605409393	4	1
2778	113067	5.05333586921242	4	1
2889	333221	5.5227323633732	4	1
2894	1023081	6.00991001930398	4	1
2917	1921108	6.28355178052313	4	1
2957	159805	5.20359036345381	4	1
3096	309323	5.49041221357483	4	1
3141	165023	5.21754447801367	4	1
3159	48720	4.68770727962482	4	1
3169	505471	5.70369624419753	4	1
3313	105058	5.02142912883686	4	1
3660	215334	5.3331126078383	4	1
3670	1060500	6.02551067285258	4	1
3745	144581	5.16011122423568	4	1
3842	201385	5.30402711934653	4	1
3925	70410	4.84763434431826	4	1
4009	489556	5.68980237765076	4	1
4012	143030	5.1554271386398	4	1
4087	444335	5.6477105237027	4	1
4133	756036	5.87854247569844	4	1
4153	1175004	6.07003934505454	4	1
4155	272857	5.4359350998541	4	1
4240	96759	4.98569137129871	4	1
4258	298827	5.4754198348477	4	1
4440	55150	4.74154551677621	4	1
4638	317252	5.50140436862719	4	1
4739	288026	5.4594316931303	4	1
4745	1103932	6.04294232254689	4	1
4763	221554	5.34547959531661	4	1
4842	417238	5.62038385497687	4	1
4843	252183	5.40171580684041	4	1
4904	40667	4.60924213573133	4	1
4976	219665	5.34176086475956	4	1
5079	109033	5.03755796169164	4	1
5100	109344	5.03879495711867	4	1
5128	356396	5.55193282110088	4	1
5139	728695	5.86254578958811	4	1
5151	317805	5.50216072564458	4	1
5188	512346	5.70956334992147	4	1
5316	102464	5.01057130590319	4	1
5361	457003	5.65991905100895	4	1
5366	337677	5.5285014807916	4	1
5420	341059	5.53282951435321	4	1
5451	301066	5.47866171251664	4	1
5454	440569	5.64401393538718	4	1
5558	600311	5.77837630136942	4	1
5587	426860	5.63028546004362	4	1
5770	146532	5.16593247728968	4	1
5775	252002	5.40140398754947	4	1
5784	204345	5.31036401567631	4	1
5867	284652	5.45431423956479	4	1
5897	1849178	6.26697871791798	4	1
5978	78737	4.89617886348613	4	1
6092	2268138	6.35566947474257	4	1
6196	423173	5.62651795031947	4	1
6239	368982	5.56700518054566	4	1
6263	360666	5.5571052032877	4	1
6421	94797	4.97679459362434	4	1
6433	331698	5.52074285291357	4	1
6461	244154	5.38766384376942	4	1
6480	194074	5.28796735706346	4	1
6547	238633	5.37773050105648	4	1
6638	178398	5.25138998124059	4	1
6660	1162720	6.06547514284919	4	1
6697	45713	4.66003972360158	4	1
6788	317135	5.50124417475512	4	1
6833	72089	4.8578690011444	4	1
6874	84398	4.92633215516528	4	1
6928	120898	5.08241911644267	4	1
7042	444250	5.64762743647734	4	1
7101	93260	4.96969541111847	4	1
7145	233659	5.36858251369357	4	1
7204	393296	5.59471952945892	4	1
7336	387552	5.58832998244988	4	1
7447	107767	5.03248579320711	4	1
7514	213484	5.32936533148237	4	1
7750	181564	5.25902974203067	4	1
7799	531182	5.72524334980664	4	1
7874	124732	5.0959778860413	4	1
8193	177394	5.24893892659515	4	1
8202	216853	5.33616543466755	4	1
8224	498306	5.69749611645302	4	1
8320	378606	5.57818749221162	4	1
8324	109232	5.0383498855076	4	1
8425	65408	4.81563086978258	4	1
8428	286548	5.45719738158806	4	1
8609	226463	5.3549972562012	4	1
8623	137396	5.13797408932313	4	1
8708	530155	5.72440286168247	4	1
8732	457330	5.66022969122786	4	1
8787	276649	5.44192910471367	4	1
8838	107055	5.02960695581261	4	1
8853	209750	5.32170196950074	4	1
8854	377841	5.57730908198085	4	1
9189	684986	5.83568169531012	4	1
9205	93548	4.97103450698035	4	1
9215	989905	5.99559351787487	4	1
9308	660343	5.81976957844018	4	1
9378	2802187	6.44749711394698	4	1
9394	944226	5.97507595489747	4	1
9425	526135	5.72109719326508	4	1
9450	423909	5.62727263715998	4	1
9462	416877	5.62000793482735	4	1
9531	64508	4.80961357727727	4	1
9554	66462	4.82257340609549	4	1
9627	241015	5.38204407251058	4	1
9630	252381	5.40205665680922	4	1
9658	591386	5.77187103917097	4	1
9672	103915	5.01667824194632	4	1
9699	669603	5.82581739074465	4	1
9723	519875	5.71589893337299	4	1
9749	171908	5.23529608771097	4	1
9819	287916	5.45926580005915	4	1
9849	103758	5.01602159186038	4	1
9865	230215	5.36213361731721	4	1
9891	458649	5.66148045094521	4	1
9935	1033240	6.01420121074461	4	1
9938	160571	5.20566711206827	4	1
9951	904681	5.95649546941275	4	1
9957	1057768	6.02439042443979	4	1
10000	351531	5.5459636295985	4	1
10040	579440	5.76300847219266	4	1
10049	213977	5.33036709433096	4	1
10128	164962	5.21738391335953	4	1
10143	158692	5.20055503360155	4	1
10188	99135	4.99622701092611	4	1
10284	57324	4.75833648733098	4	1
10285	135191	5.1309477805077	4	1
10475	48788	4.68831301514512	4	1
10499	396180	5.59789254765665	4	1
10539	437730	5.64120631217852	4	1
10541	55880	4.74725639744214	4	1
10580	270885	5.43278495705388	4	1
10659	296617	5.47219603811049	4	1
10667	371718	5.57021359179629	4	1
10743	111112	5.04576096490263	4	1
11052	164515	5.21620550180111	4	1
11248	75668	4.87891225517224	4	1
22800	271620	5.4339617448789	4	1
22846	202698	5.30684946357585	4	1
22882	700516	5.84541805915406	4	1
22913	118906	5.075203769683	4	1
22992	171342	5.23386383192338	4	1
23001	563525	5.75091318767797	4	1
23007	346983	5.54030819759476	4	1
23014	102802	5.01200156388605	4	1
23030	227525	5.35702912303943	4	1
23034	277749	5.44365250399359	4	1
23077	371093	5.56948276224411	4	1
23090	422536	5.62586371668286	4	1
23105	458370	5.6612161856155	4	1
23107	117368	5.06954970408543	4	1
23114	270769	5.43259894103379	4	1
23254	952831	5.97901587831302	4	1
23316	246300	5.3914644118391	4	1
23327	463416	5.66597102425705	4	1
23475	41399	4.61698985078933	4	1
23493	240487	5.38109160469796	4	1
23495	104963	5.02103623499678	4	1
23598	53509	4.72842683476158	4	1
23768	1293408	6.11173554282195	4	1
25819	376253	5.57547997140124	4	1
25925	815008	5.91116187173237	4	1
25949	141186	5.14979163422153	4	1
25992	138450	5.14129296008159	4	1
26018	436784	5.64026672118253	4	1
26122	195053	5.29015263433725	4	1
26135	188905	5.27624345312391	4	1
26137	979650	5.99107094281644	4	1
26148	176485	5.2467077992759	4	1
26230	457215	5.66012046999614	4	1
26353	160942	5.2066693939312	4	1
26509	261820	5.41800281852444	4	1
27164	940083	5.97316619918553	4	1
29103	184402	5.26576562704436	4	1
29118	50611	4.70424491842302	4	1
30811	177088	5.24818913312484	4	1
51299	531334	5.72536760725161	4	1
51421	97829	4.9904676142258	4	1
51537	39526	4.59688286630793	4	1
51586	133986	5.12705942194401	4	1
51594	640793	5.80671775888458	4	1
51617	390518	5.59164105644766	4	1
51631	120023	5.0792644778472	4	1
51704	184135	5.26513634614743	4	1
54549	379239	5.57891299273212	4	1
54596	145027	5.16144886333443	4	1
54795	89105	4.94990207453613	4	1
54796	645995	5.81022915656968	4	1
54798	430918	5.63439463550726	4	1
54875	404767	5.60720509794709	4	1
55031	230413	5.36250697852284	4	1
55039	51033	4.70785109929734	4	1
55117	1174559	6.06987483697643	4	1
55144	181393	5.25862052351773	4	1
55186	186937	5.27169526877041	4	1
55243	215712	5.3338743054587	4	1
55604	366967	5.56462701149383	4	1
55717	490786	5.69089216569012	4	1
55752	121618	5.08499785719122	4	1
55770	222301	5.34694141633599	4	1
56913	331426	5.52038657533742	4	1
56922	99584	4.99818956663756	4	1
56934	863314	5.9361687837392	4	1
56981	194178	5.2882000236161	4	1
56999	247635	5.3938120265865	4	1
57514	111387	5.04683450719575	4	1
57586	259155	5.41355959230525	4	1
57619	269901	5.43120449364758	4	1
57636	122694	5.08882332531377	4	1
57648	51532	4.71207699812007	4	1
57655	43411	4.63759979020359	4	1
57678	603385	5.7805945095211	4	1
57685	317084	5.50117432816073	4	1
57706	549310	5.7398175052753	4	1
57722	57912	4.76276856362039	4	1
58499	733863	5.86561499193603	4	1
60313	32056	4.50590932942464	4	1
60680	102078	5.0089321523893	4	1
60685	449038	5.65228309488305	4	1
63877	274413	5.43840468172324	4	1
64121	352282	5.54689045328517	4	1
64207	133515	5.12553006009219	4	1
64478	3038897	6.48271598040581	4	1
64641	490212	5.6903839382298	4	1
64682	201749	5.30481139075194	4	1
64759	973247	5.98822307369464	4	1
64778	349474	5.54341487084978	4	1
64792	55263	4.74243445727396	4	1
64848	436743	5.64022595295494	4	1
64919	384314	5.58468620546877	4	1
65084	621096	5.79315873229897	4	1
65217	1863285	6.27027928777917	4	1
65997	288039	5.45945129448871	4	1
79033	97087	4.98716108154305	4	1
79109	318388	5.5029566908747	4	1
79370	125440	5.09843604534036	4	1
79642	418578	5.62177639856147	4	1
79718	1036580	6.01560282521215	4	1
79724	27291	4.43601944943043	4	1
79783	1112217	6.04618952889029	4	1
79805	77977	4.89196652261257	4	1
79812	100945	5.00408481237141	4	1
79875	655719	5.81671776789041	4	1
80014	233202	5.36773227072351	4	1
80725	127626	5.10593915797669	4	1
81539	188058	5.27429181306793	4	1
81576	137120	5.13710080457912	4	1
81603	58870	4.76989403581217	4	1
81624	1571424	6.19629338174	4	1
81848	252700	5.40260524191991	4	1
83876	162050	5.20964903536823	4	1
84059	597104	5.77604998053048	4	1
84062	364113	5.56123618491438	4	1
84133	147484	5.16874490784898	4	1
84298	194975	5.28997892901333	4	1
84629	140561	5.14786483822071	4	1
84815	364892	5.56216434186851	4	1
84959	235393	5.37179354386606	4	1
85446	34012	4.53163217040451	4	1
85457	56545	4.75239420840536	4	1
85460	269805	5.43104999371353	4	1
89797	474543	5.67627557148746	4	1
89866	463115	5.66568884774347	4	1
91419	536289	5.72939888909752	4	1
92140	272202	5.43489131185105	4	1
92292	140907	5.14893256859452	4	1
92369	152035	5.18194357845201	4	1
94134	427815	5.63125600768531	4	1
114798	1899824	6.27871336970587	4	1
114821	167672	5.22446054465276	4	1
114991	317545	5.50180527881496	4	1
115572	55158	4.74160851050035	4	1
115825	125786	5.09963230676034	4	1
116228	96945	4.98652541497835	4	1
116987	594651	5.77426215355501	4	1
119392	50186	4.70058258226992	4	1
121227	827683	5.91786403520125	4	1
125336	267742	5.42771650319106	4	1
127665	326598	5.51401352090395	4	1
131034	532158	5.72604059534122	4	1
133584	388011	5.5888440378921	4	1
137075	255936	5.40813137811741	4	1
137902	1030522	6.01305726770826	4	1
140679	73259	4.86486098616246	4	1
142827	110957	5.04515470598647	4	1
144165	579258	5.76287204044538	4	1
145567	388555	5.58945250191654	4	1
146198	102677	5.01147317103876	4	1
150568	978993	5.99077958651995	4	1
151278	363351	5.56032635977872	4	1
151354	1250662	6.09713995448254	4	1
152404	1273791	6.1050981760427	4	1
152573	177137	5.24830928517367	4	1
154141	282267	5.45066010749288	4	1
155185	95250	4.97886498434766	4	1
157313	219361	5.34115941726624	4	1
157657	445977	5.64931246178243	4	1
158326	301123	5.47874392851707	4	1
162681	189151	5.27680864165485	4	1
166336	214312	5.3310464892307	4	1
168455	290041	5.46245939381334	4	1
169792	663644	5.82193517229464	4	1
171546	294328	5.46883157935092	4	1
199899	269475	5.43051848059635	4	1
199964	55847	4.74699984856283	4	1
200159	199463	5.29986234670892	4	1
201181	51031	4.7078340788207	4	1
201456	664366	5.82240739862852	4	1
201501	439946	5.64339937343793	4	1
203074	281707	5.44979763869185	4	1
203228	473272	5.67511081123917	4	1
219738	114216	5.05772694651036	4	1
219931	143525	5.15692755553966	4	1
221035	679781	5.83236902180857	4	1
221154	150746	5.17824579709096	4	1
221935	1262908	6.10137171433394	4	1
222643	237177	5.37507257146544	4	1
223117	1296963	6.11292758662761	4	1
255349	92256	4.96499462070811	4	1
256227	185115	5.26744161136926	4	1
256987	142309	5.153232366892	4	1
257397	252191	5.40172958374348	4	1
266727	157386	5.19696609782507	4	1
283050	401518	5.60370501941656	4	1
283953	666387	5.82372651618484	4	1
283982	279783	5.44682132262726	4	1
283999	72939	4.86295980480366	4	1
284252	328850	5.51699784619527	4	1
284467	104010	5.01707509637606	4	1
285590	178739	5.25221932383648	4	1
339442	385295	5.58579337317989	4	1
340260	141132	5.14962549602057	4	1
374470	314809	5.49804713980667	4	1
375057	165536	5.21889245672899	4	1
378938	46268	4.66528072690996	4	1
387066	629829	5.79922265352189	4	1
387694	763062	5.88255982650527	4	1
388630	373205	5.57194745355748	4	1
388906	108477	5.03533766600067	4	1
388965	801329	5.90381086009044	4	1
389549	238713	5.37787607076431	4	1
391257	200967	5.30312474948757	4	1
399687	114956	5.06053164371219	4	1
404093	92627	4.96673759836484	4	1
406940	155607	5.19202912988371	4	1
407046	30179	4.47970484505928	4	1
414328	84909	4.92895372608823	4	1
503519	381959	5.58201674765153	4	1
554279	183606	5.26388686926345	4	1
619351	285380	5.45542353362098	4	1
642924	266846	5.42626069714917	4	1
645323	84230	4.92546680069154	4	1
645369	235480	5.37195402714013	4	1
654502	235659	5.37228403045551	4	1
693205	796510	5.90119123263879	4	1
728619	74383	4.87147369025274	4	1
729993	558134	5.74673847935705	4	1
100130155	304858	5.48409759614412	4	1
100506334	78831	4.8966970357818	4	1
100506581	391222	5.59242326894264	4	1
100507050	87692	4.94295997518667	4	1
100507421	268148	5.42837456209639	4	1
100507605	305782	5.48541191688155	4	1
100616201	150779	5.17834085864778	4	1
100616226	184281	5.26548056028405	4	1
100616309	128117	5.10760676062947	4	1
100616473	805288	5.90595122750095	4	1
100847022	164232	5.21545778170792	4	1
100847092	1199509	6.07900351085797	4	1
100873753	360750	5.55720633976553	4	1
100996280	1998158	6.30062982613978	4	1
24	198352	5.29743658386026	3	1
81	58173	4.76472146107961	3	1
105	698158	5.84395371884527	3	1
108	484038	5.68487945780659	3	1
120	146859	5.16690056666112	3	1
150	609792	5.78518172245861	3	1
156	18475	4.26658444706686	3	1
157	143219	5.15600063702063	3	1
214	816378	5.91189129270334	3	1
224	83237	4.92031641912579	3	1
238	857110	5.93303656209515	3	1
