"complete"	"bylength"	"bylocation"
8.84522216958349e-05	2.88382513789747e-05	6.08693249198036e-05
0.000155836147607163	9.46350220507796e-05	9.8184487283872e-05
0.000448490013783298	0.000184078746894872	0.000162362737841182
0.00049531093226557	0.00026446387058535	0.000241744220752715
0.000827811808708016	0.000348004136000943	0.000310099556676033
0.00089590198734496	0.000442372128545862	0.000467756272460036
0.0014798935689675	0.000571542374070579	0.000491392790644271
0.00158986313968412	0.000585581537847188	0.000548692161091037
0.00189355248340213	0.000613635224654312	0.000679682126171982
0.00198300351584917	0.000719618139660173	0.000769426277922817
0.00202412317529957	0.000771441955983919	0.000855438103249728
0.00236715237743203	0.000957685540891029	0.00092852233098114
0.0025764258460622	0.00106761428990231	0.00108412481949071
0.00270404586359005	0.0011332476143378	0.00126177415482552
0.00294949804344799	0.00137406132707186	0.00141311075079603
0.00309254666583631	0.00142936060461415	0.00155004148091375
0.00348718653817466	0.00151554549962311	0.00162097737259192
0.00366604200644877	0.0015849990617104	0.0018238974645666
0.00375320690153489	0.00175057010141008	0.00205111290266152
0.00399173877844398	0.00181411766927904	0.00211101859029001
0.00418087815707974	0.001823440940957	0.00253739680236062
0.00456361654533406	0.00209595536399547	0.00265270269573964
0.00462189114167108	0.00210277346324904	0.00291008938693285
0.00518884219353132	0.00218055300490216	0.00313958706404509
0.00561639339207805	0.00225440996820218	0.00323197595929272
0.00585781392769768	0.00234637813573894	0.00328226808327632
0.00602026587202573	0.00239312446652083	0.00352144774921997
0.00605754813275832	0.002512257725243	0.00356949742801684
0.00608280833096971	0.00262914861719457	0.00373066381701149
0.00664220042286652	0.00284842733512743	0.00391260077382945
0.0068659681606041	0.0029094776176968	0.00417241291425099
0.00726358697690756	0.00313933105581181	0.00423524838065078
0.00740618380830347	0.00319156391029847	0.00430478502355111
0.00790644519203397	0.00328924238639228	0.00435342011942135
0.00792844090112136	0.0033644576656264	0.00445325061251135
0.00805947903926622	0.00348347628142183	0.00455384550683161
0.00823592729286989	0.00357886933097215	0.0046372812620758
0.00837735249764261	0.00362211587864038	0.0048365500727145
0.0085631012214936	0.00375710121773151	0.00496742967666548
0.0087071444862004	0.00393231715678759	0.00508242017589332
0.00919190073112141	0.00408284255904724	0.00515458359189879
0.00937605196393843	0.00426899907960833	0.00540674317365009
0.00977045491877213	0.00448031628570178	0.00551010149979368
0.00990112569979976	0.00465524780842854	0.00561143940517279
0.0100029738618401	0.00466623950477646	0.00610832654342765
0.0103688135632969	0.00480422476136405	0.0062354362652596
0.0108001889611111	0.00497768423265496	0.00637020275212604
0.0110913722585514	0.00512236298900205	0.00684548869497933
0.0111806777747275	0.00541032691381689	0.00689990288143329
0.011645569300606	0.00554672453960378	0.00745387796599916
0.0122474222217183	0.00566690598861516	0.00758260755996375
0.012810717693904	0.00572974276273549	0.00770507827935693
0.0137016252936322	0.00579882391698807	0.00800359179450708
0.0142337836660523	0.00584753658160313	0.00804605138094397
0.0147343707174364	0.00605376458482532	0.00846827186865091
0.0148741452578094	0.00610053145069056	0.00872055839545105
0.0155932753534697	0.00640747847224377	0.008863395576073
0.0159072682100081	0.00659911295166089	0.00909842876920326
0.0166198607345416	0.00665227840191391	0.0091227996278134
0.0170190173594168	0.00675768045450071	0.00929019552630907
0.0172220777366303	0.00723023077889666	0.00936813018402138
0.0173269888015017	0.00732555078030716	0.00952387734623729
0.0176030154498782	0.00739394851589284	0.00984025462473872
0.0179949167166576	0.00745203891233774	0.00984649043579621
