"rndall" "rndlen" "rndloc" "rndbinall" "rndbinlen" "rndbinloc"
"1" 6.2477244052151e-05 0.000112623546249782 1.95842748013188e-05 1.96606508861355e-07 4.54740910745274e-10 3.47094280857103e-08
"2" 0.000214619648260246 0.000358223396232086 4.92678411844674e-05 8.77174683770213e-07 2.77259317648668e-08 1.04272737274451e-07
"3" 0.000444482764062802 0.000463754941027771 0.000191293791510735 2.11438897699466e-06 4.63580263234438e-08 2.16117284250243e-07
"4" 0.000471147243857198 0.000615281450176296 0.000288704939049685 2.70475687868642e-06 9.40455430513537e-08 2.80589748812056e-07
"5" 0.000587707023850446 0.000680908443848829 0.000373737460508577 3.66287881791152e-06 1.59807774819183e-07 5.90766083252441e-07
"6" 0.000719090231288005 0.000880423437516783 0.000442992106921146 4.01413775501779e-06 2.76309984415102e-07 1.14432892679773e-06
"7" 0.00090564228480987 0.000944744665439048 0.000728130263931187 4.79425407741394e-06 4.7541661044957e-07 2.01164508047393e-06
"8" 0.00101648203389382 0.00116288587498312 0.000854486129668287 6.77529166689653e-06 8.14908608932948e-07 2.95031849172943e-06
"9" 0.00107613555192325 0.00150845184159843 0.000855848781838011 8.83130819126322e-06 1.00036317788908e-06 3.06151823136429e-06
"10" 0.00124372477746169 0.00155289031825384 0.000963053001426594 1.06716404474249e-05 1.2856801987173e-06 3.91707705678578e-06
"11" 0.00128430241871626 0.00171947715925496 0.000979523745542568 1.40198988642395e-05 1.90358887370188e-06 4.18175454743123e-06
"12" 0.00132964954061128 0.00184225907790738 0.00104259248351965 1.79493426959319e-05 2.14446614574386e-06 5.04551539216323e-06
"13" 0.00150128869725882 0.00203077021390885 0.00113854011359928 2.20220714432388e-05 3.19316612451847e-06 7.24905002676299e-06
"14" 0.00158869092666416 0.00224355269346848 0.00120761409626011 2.47891316082258e-05 3.3055198011878e-06 8.40149479084741e-06
"15" 0.00168688161233255 0.00235094210107409 0.00126349899779357 2.65207136518629e-05 4.78972682644124e-06 1.0173270958309e-05
"16" 0.00211028354612969 0.00236983670229534 0.00129392808481161 2.94696870197744e-05 5.73892742213802e-06 1.08307722882371e-05
"17" 0.00233688736277428 0.00250431240464043 0.00142989583290679 3.13529220384377e-05 8.26119021268127e-06 1.48132587469685e-05
"18" 0.00239206317911732 0.00263756605481349 0.00156958817340875 3.33842430110049e-05 9.20765003754117e-06 1.62250227798771e-05
"19" 0.00240858158949676 0.00268295326198874 0.00174342823209566 3.51992904972772e-05 9.74823193635826e-06 1.85021275346376e-05
"20" 0.00289911423925522 0.00275673561204633 0.00178926174048142 3.72251286518296e-05 1.02682039424333e-05 2.01908678060068e-05
"21" 0.00297140758859423 0.00309927028765649 0.00189710497150741 4.1239991161611e-05 1.20842695529624e-05 2.19475488068858e-05
"22" 0.00317201653962357 0.0032202524104368 0.00195890372374819 5.37570149995435e-05 1.2791188556435e-05 2.50154888322814e-05
"23" 0.00324953393747008 0.00343211013223862 0.00212654305121595 5.94247120150928e-05 1.52740885655814e-05 2.61988947944383e-05
"24" 0.00337369585267067 0.00348244132329932 0.0022133441746454 7.51926985513944e-05 1.77379494512517e-05 2.7865235738067e-05
"25" 0.0034546210621178 0.00377005923981 0.00229718447563841 8.86649461212331e-05 1.96631803723918e-05 3.05561120488156e-05
"26" 0.00346678024032125 0.00396137339901237 0.00254858619397932 0.000107478787315727 2.77302502530324e-05 3.17657698275264e-05
"27" 0.00362262761068839 0.00414898083626504 0.00257091569947521 0.000139671890550775 2.90509798389474e-05 3.69035589924553e-05
"28" 0.00384264380552394 0.0041546651824062 0.00264725568031528 0.000148166088197254 3.49040840903079e-05 4.29394181773205e-05
"29" 0.00403626994701556 0.00431747892620821 0.00276696378489905 0.00015934824121499 3.82997784453509e-05 4.88085779363768e-05
"30" 0.00407488937335893 0.00444898483563157 0.00293311633925053 0.000179146487665245 4.05612339135738e-05 5.35411028506355e-05
"31" 0.00416181835655734 0.00459114519066403 0.00295638525339688 0.000186338728187449 4.56053170522272e-05 6.21934985372602e-05
"32" 0.00430076976136929 0.00475857579954104 0.00296891821342069 0.000200752780163071 4.70367962063327e-05 6.6606044854191e-05
"33" 0.00443108832860445 0.00476213444450595 0.00302372229161903 0.000209860726729519 5.56856930751909e-05 7.14975126991332e-05
"34" 0.00460747285506534 0.00481464983943525 0.00318150287943642 0.000227309018629728 5.67333637817484e-05 8.46191358963671e-05
"35" 0.00466050421482347 0.00494726768049526 0.00319651891775727 0.000244862161025471 6.57655306694653e-05 9.76335380023061e-05
"36" 0.00504793752239369 0.00495247175984579 0.00339781962732351 0.000249841283738526 7.54908061605753e-05 9.97072975277564e-05
"37" 0.00518215095654361 0.00533345632710716 0.00348626072164836 0.000280028540649368 8.60322145908423e-05 0.00010317872994278
"38" 0.00563293149956574 0.0057016728151176 0.00362448651662372 0.000294740836718699 9.36328772682131e-05 0.000104361371068864
"39" 0.00570016313875714 0.00578790998819492 0.00367296666220613 0.000301670227181726 9.74975027367422e-05 0.000108375844950152
"40" 0.0057700328478649 0.00581209814707929 0.00372088103181474 0.000319856242656256 9.77246309263275e-05 0.000109054485865695
"41" 0.00610824738738771 0.00595262650972438 0.00388384695213213 0.000333748713965594 0.000100481678310771 0.000112203120272557
"42" 0.00615627648180021 0.00612878875084602 0.00401441745556603 0.000356831020671313 0.000104061779459156 0.000120754907407915
"43" 0.00626335544024761 0.00615880084945649 0.00425435637312221 0.000382444271143182 0.000105129072078487 0.000134080107705879
"44" 0.00644190435481437 0.0062237463816225 0.0043685099957586 0.000395513340408777 0.000115891154300523 0.000142648013021107
"45" 0.00685770630640992 0.00641130322115856 0.00450897229835432 0.000422211498535437 0.000120582869777927 0.000144413996740523
"46" 0.00695842894352946 0.0064429623792445 0.00478279251492316 0.000424143167738826 0.000125099766788358 0.000145233604979005
"47" 0.00696444111708493 0.00647908980130216 0.00490459027027028 0.00043540334983325 0.000130995370223011 0.000154624304021435
"48" 0.00724733479450953 0.00669047785852498 0.00493672401960549 0.000448668063833052 0.000145661871348088 0.000167590785929827
"49" 0.00743544972551925 0.00679236288495227 0.00503698602137628 0.000452334742380075 0.000147582521193561 0.000190100906645678
"50" 0.00754409766666175 0.00701151669086323 0.00523779761193105 0.000455455272051296 0.000168486926286013 0.000190100906645678
"51" 0.00759492238762231 0.00707217323674837 0.0054265692640283 0.000469940109239005 0.000173340949024831 0.000190166068525854
"52" 0.00770522756337522 0.00735091746069525 0.0056168043917554 0.000482885733569042 0.000188375965767994 0.000199817548463059
"53" 0.00780093718183449 0.00756448194152756 0.0056279813303407 0.0004949942433359 0.000190952840618515 0.000209730945875207
"54" 0.00815061821499708 0.00775272018115724 0.00564331942489796 0.000512628594498826 0.000201417038121938 0.000218587391431686
"55" 0.00816772292381836 0.0081849475884669 0.00589625695620397 0.000552199700711237 0.000209554379045035 0.00024253871169139
"56" 0.00834711890631275 0.00829174744211547 0.00604611795100708 0.000556549184326823 0.00021399579495319 0.000252616635017227
"57" 0.00848119074764994 0.00840390573744038 0.00626616063019506 0.000599557915309676 0.000216233044261814 0.000257362506636495
"58" 0.00861111450586895 0.00844358820279159 0.00643497507003002 0.000611091174663043 0.00022139702198687 0.000265706588295649
"59" 0.00894867465279023 0.00860827383468853 0.00658991232761441 0.000643977312841299 0.000235572374020701 0.000281745082260699
"60" 0.00898101615518907 0.00868631116328137 0.00669256913478806 0.0006497816040929 0.00023750690222105 0.000293730182264152
"61" 0.00918854001910843 0.00896307446807422 0.00698196711283806 0.000674871164220087 0.000246379279462808 0.000302007276744079
"62" 0.00921677504375944 0.00911316694300669 0.00703817806364492 0.000684903205775149 0.000265687966241167 0.000308751715639613
"63" 0.00929825633666751 0.00916613354941483 0.00713598062268257 0.000699436422458953 0.000276796491687276 0.000333844348572842
"64" 0.00973006597780734 0.00932963824011801 0.0073106297131104 0.000708531481769434 0.000284829230410809 0.000339165171094746
"65" 0.00990644256999148 0.00940632061384715 0.00747300660614475 0.000711433681609509 0.000292215226725494 0.000351275870199565
"66" 0.0103769191543559 0.00961952825095909 0.00763587618407805 0.00073015404798309 0.00031555728200615 0.000358105490471791
"67" 0.0105806112759799 0.00968008981062725 0.00807007166426757 0.000770098645021336 0.000329895810873135 0.00037594392911357
"68" 0.0106558801530166 0.00972609882614585 0.00808467236462751 0.000813932497432244 0.000330262008912277 0.000385651312183093
"69" 0.0107305944277975 0.00992291965862155 0.00825568012851237 0.000827287772531201 0.000342520686113358 0.000387294053190191
"70" 0.0109751394469003 0.00999553212591665 0.00828030017449327 0.000844788817930334 0.000350895911230486 0.000417352442582278
"71" 0.0111333697974677 0.0101577198374372 0.00832936431943633 0.00085041280317507 0.000362525860083852 0.000419889271055345
"72" 0.0113572750714822 0.0102450858870747 0.0084334111604352 0.000869002754373641 0.000369838162662729 0.000428051006249471
"73" 0.0116651141752996 0.0103565643510464 0.00860957719638699 0.000873662244746408 0.000390081948577586 0.000447657285303855
"74" 0.0117627518594747 0.0106714707573895 0.00877172590919303 0.000895961697768497 0.000404622271256175 0.000469847487753819
"75" 0.011848898852257 0.0109024862541474 0.00895226689391345 0.000900755182189996 0.000413602023939997 0.00048101606941466
"76" 0.0119270205477086 0.0109065384017308 0.00909527599316558 0.000905945564395028 0.000419061943529598 0.000499448007029524
"77" 0.0120777358407253 0.0110833655464883 0.00922740135769319 0.000920538710714772 0.000426033737867381 0.000505462935851312
"78" 0.0122664377936273 0.0111635605860848 0.00982508473547727 0.000942082781544232 0.000443211676038588 0.000524994103969195
"79" 0.0123922695774007 0.011375244230894 0.00992864271018414 0.00095841153770006 0.000444910181215444 0.000536922138484438
"80" 0.01279897663994 0.0114324466604911 0.0101151082843206 0.000976770112190049 0.000459219253160609 0.000559583540151534
"81" 0.0131629500510965 0.011463890266423 0.010334034252515 0.000983087892177544 0.000477906093972817 0.000563815012797588
"82" 0.0131635118929421 0.0115090579206542 0.0105262149409411 0.000990021140389445 0.000479346566130835 0.000570974440871436
"83" 0.0131809447996598 0.0117522463565425 0.0106034132167852 0.00101470579849192 0.000512995656510715 0.000593964345716672
"84" 0.0132236011300192 0.0117947712102818 0.0108396286454015 0.00102627650946987 0.000515319321235749 0.000597571814083775
"85" 0.0133601286057245 0.0125576571174438 0.0109983745621991 0.00105589549038246 0.000551955713753276 0.000609598590331349
"86" 0.0135832049553484 0.0127459952455037 0.0111045393841552 0.00110511902804287 0.000575190513633909 0.000621618200046663
"87" 0.0136536709429568 0.0129636352752974 0.0113338968564209 0.00112895901524809 0.000577374088650044 0.000633342042417298
"88" 0.0139084435645529 0.0130638868384116 0.0114689992441995 0.00117475015571156 0.000582730071351687 0.000658950695806419
"89" 0.0140635873375827 0.0131491099125732 0.011490420861748 0.00118595837648048 0.000643348698332998 0.000673852041575984
"90" 0.0143024623639951 0.0132992110427838 0.011713585930378 0.00120510006736454 0.000662588447410214 0.000699507741222271
"91" 0.0144047318678136 0.0133536481186823 0.0121030032635781 0.00123135049090925 0.00067253028496161 0.00071267054092859
"92" 0.0145405507474318 0.0134836107604127 0.0122519791385882 0.00124573753349737 0.000690571644216747 0.000721939254028044
"93" 0.0145951440453931 0.0136681189014022 0.0124966986036539 0.00124881740460153 0.000708603074857599 0.000723443853108779
"94" 0.0146433888243837 0.013698127753429 0.0128368307075347 0.0012782813621452 0.000713232292429561 0.000766413182259415
"95" 0.0146651658354949 0.0139099501808139 0.0129102581442428 0.00131084192461753 0.000758979195650515 0.000780211896792194
"96" 0.0150556596492555 0.0139320200837995 0.013029819959881 0.00133882650758318 0.000793374391383846 0.000803802376916925
"97" 0.0151942226169034 0.0140657023550771 0.0132315324960228 0.00137114542854375 0.000812234000732958 0.000835960042414053
"98" 0.01525078675402 0.0141074026397445 0.0137308124749152 0.00143255659201018 0.000832620268045377 0.000860562040630746
"99" 0.0153574311135176 0.0142302865808392 0.0138247475166422 0.00146842195634567 0.000840915108271617 0.000872399424753396
"100" 0.0154034159156528 0.0145549707193382 0.0140380563046574 0.00149850680788803 0.000886994040719502 0.000888703258484064
"101" 0.0155501297193303 0.0147545965565751 0.0142028352003267 0.00150259645573928 0.00093496460359409 0.000900249449018301
"102" 0.0158037005428736 0.014885137376658 0.0149059717375596 0.00151644114972412 0.0010022055155286 0.000902845552316499
"103" 0.0158819619885681 0.015125311308711 0.0149181830841882 0.00157048113598616 0.00102537793941237 0.000902845552316499
"104" 0.0160994490370095 0.015213591564009 0.0150769076775695 0.00158575734080987 0.00104348349745551 0.000915958917927924
"105" 0.0164020325932231 0.0157393775253684 0.0150929316819779 0.00159639273555578 0.00105626009987611 0.000948209659196968
"106" 0.0168386076818463 0.0158647001487055 0.0152141796061927 0.00159839173207431 0.00106000527458606 0.000950589980134381
"107" 0.0169133371221678 0.0160004149835752 0.0153010190784189 0.00160576855996812 0.0010658929680772 0.000978381425278208
"108" 0.0173227339631403 0.0161837416390625 0.0154433855173074 0.00161248367295029 0.00106887267035072 0.000996453019644308
"109" 0.0174537056749874 0.0161885183563929 0.0157509706561948 0.0016194591592106 0.00111120803995737 0.00101512818189232
"110" 0.0174537056749874 0.016358906191077 0.0158863646273138 0.00163598786593738 0.00112480654021625 0.0010253727335045
