"rndall" "rndlen" "rndloc" "rndbinall" "rndbinlen" "rndbinloc"
"1" 0.000137082105888617 0.00014830413228704 1.1959194609435e-07 6.95853844315977e-10 6.70862733485225e-18 1.99399000626828e-11
"2" 0.000334764212261181 0.00028798548247388 1.95339577072815e-07 6.8768771486252e-09 2.76839368734174e-16 5.80219052370004e-10
"3" 0.000437175990490389 0.000321385648584198 3.2475538747242e-07 1.40158269705058e-08 2.36969100740039e-15 1.17903636241637e-09
"4" 0.000518708741934519 0.000385975997386211 6.33136381025701e-07 3.80477209750301e-08 1.14376557317815e-14 2.34622127464905e-09
"5" 0.000618597105022836 0.000536448032539735 1.11842007411812e-06 4.84867160498009e-08 2.91006356737768e-14 5.12693808812813e-09
"6" 0.000887931994943059 0.00054387351036109 6.84759098470051e-06 1.02829381036184e-07 7.82854407551336e-14 6.46036683691957e-09
"7" 0.00099002787868205 0.000690998416546866 3.2965431991277e-05 1.87913176439323e-07 1.94554901160697e-13 9.72108438791987e-09
"8" 0.00109442926272022 0.000828585039451729 4.33959071002652e-05 2.64844741067657e-07 5.90717860335038e-13 1.82506705171739e-08
"9" 0.00136461191019268 0.000998989005486465 0.000116810739135128 3.64214675587379e-07 1.99070857832759e-12 3.11975926631868e-08
"10" 0.00155705292968513 0.00104504610618463 0.000184798721523161 4.3466253643241e-07 5.21788286621804e-12 3.24852365666304e-08
"11" 0.00172293222537986 0.00121510640519604 0.0002959447693834 4.36216508028908e-07 9.2463088405812e-12 4.02264638891219e-08
"12" 0.00184214769565917 0.00143322637805536 0.000365357184590313 5.36439401674397e-07 3.20673840803564e-11 5.75339563127504e-08
"13" 0.00185777834296116 0.00167681068173457 0.000463081351195248 8.31234738941291e-07 3.30873756514484e-11 8.94707510036929e-08
"14" 0.00196654863830111 0.00198718891087765 0.000504739169000861 1.09107839949678e-06 4.08091784413385e-11 1.34970399783481e-07
"15" 0.00204375794668591 0.00207086663710546 0.000588076458347809 1.28476064848708e-06 7.19939755263383e-11 1.56603628908697e-07
"16" 0.00238289030591132 0.00238686589388568 0.000616891819521098 1.57960092262903e-06 1.1790009121845e-10 2.02986240141547e-07
"17" 0.00242344282125582 0.00253048244009295 0.000667470906186699 2.27773580828102e-06 1.68225128781656e-10 2.43235172792066e-07
"18" 0.00264195421400133 0.00284809212650224 0.000723495341909264 2.66687848916367e-06 1.76726117018761e-10 3.14583915501925e-07
"19" 0.00308535777722338 0.00286271714629271 0.000860150203181836 2.98126282515191e-06 2.14505730979901e-10 4.01668887964914e-07
"20" 0.00340844135915628 0.00333030771471893 0.000883412116795521 3.54050717705342e-06 2.23582889178355e-10 4.5101909126992e-07
"21" 0.00361296436193283 0.00336955528359029 0.00111778196385385 4.06170645928721e-06 3.66104917831966e-10 5.12365627084476e-07
